Cím,YouTube link,Közzététel dátuma,Leírás,Összefoglaló
Börtönnel büntetnék az agresszív kommentelőket; Szájer József visszatér | Önkényes Mérvadó #963,https://www.youtube.com/watch?v=YliX7nLJchY,2024-11-25T09:00:06Z,"Iratkozz fel a csatornára, és ha teheted, támogasd itt az Önkényes Mérvadót:
https://www.donably.com/szelsokozep

Börtönnel büntetnék az agresszív kommentelőket
Szájer József visszatér
A választási kerületek átrajzolása

Műsorvezetők: Puzsér Róbert, Horváth Oszkár, Magyar Dávid
Szerkesztő: Rónyai Júlia
Felvétel: 2024.11.22.

YouTube: https://www.youtube.com/@szelsokozepprodukcio
Facebook: https://www.facebook.com/onkenyes
Web: https://onkenyes.hu/",A szöveg a következő pontokat emeli ki:  * Az új online platformokra vonatkozó törvényjavaslat szigorúbb büntetéseket vezetne be a fenyegető tartalmú kommentekért. * A magyar kormány alapvetően fémjelzi az online tér és a közbeszéd korlátozását. * A Bayer Zsolt elleni büntetőeljárás visszanyesné a véleményszabadságát  holott ő az ország érdekeit képviseli. * A jobboldali radikálisok egyre növekvő aktivitást mutatnak  és a kormány tétlenül figyeli térnyerésüket. * A HVG által idézett szakértők szerint a törvényjavaslat a véleménynyilvánítás szabadságának visszaszorítására irányul. * Az új rendelkezések aránytalan hatást gyakorolnak az egyszerű kommentelőkre  miközben a műsorgyártók továbbra is büntetlenül uszíthatnak. * A kormányzat álságos módon a szuverenitás és a nemzet védelmével indokolja a közbeszéd szűkítését. * Az önkényes mérvadó című műsorban a résztvevők úgy vélik  hogy a magyar kormány arra törekszik  hogy elhallgattassa a kritikus hangokat  és csak a saját propagandáját engedje teret nyerni. * A műsorvezető szerint a kommenttörvény sérti a személyes véleménynyilvánítás szabadságát  ami alkotmányosan védett jog. * A kormány állítása szerint a kommenttörvény a fenyegetések és az erőszak ellen véd  de a szakértők szerint inkább a véleménynyilvánítás korlátozására szolgál. * A kormány azzal vádolja az ellenzéket  hogy gyűlöletet kelt  holott a valós gyűlölet a kormánypárti politikusok retorikájából ered.
Trump kormányában kap szerepet Elon Musk; P.Diddy-vel bukhat a celebvilág | Önkényes Mérvadó #962,https://www.youtube.com/watch?v=WYNCIqtfcLs,2024-11-21T07:00:06Z,"Iratkozz fel a csatornára, és ha teheted, támogasd itt az Önkényes Mérvadót:
https://www.donably.com/szelsokozep

Trump kormányában kap szerepet Elon Musk
Dúró Dóra pénzt adna a régi házasoknak
P.Diddy-vel bukhat a celebvilág
Cselekvési algoritmus

Műsorvezetők: Puzsér Róbert, Horváth Oszkár, Kovács 4 Zoli
Szerkesztő: Rónyai Júlia
Felvétel: 2024.11.15.

YouTube: https://www.youtube.com/@szelsokozepprodukcio
Facebook: https://www.facebook.com/onkenyes
Web: https://onkenyes.hu/",**Összefoglaló:**  A szöveg a cselekvésről és annak kialakulásáról szól. A cselekvés előzményei a következők: érzékelés  ösztönös reakció  gondolkodás  szándék  beszéd és cselekvés. A rutinok gyakorlása megváltoztathatja a cselekvési mintázatokat  ami mind a cselekvés hatékonyságát  mind az önvédelmet javíthatja. A cselekvés két megközelítése a pszichoanalízis és a viselkedésterápia. A pszichoanalízis a pszichén keresztül próbálja megváltoztatni a cselekvést  míg a viselkedésterápia a rutinokra összpontosít. Mindkét megközelítés eredményes lehet  és egyes esetekben az egyénnek mindkét módszer ötvözéséből származik a legnagyobb haszon. A cselekvés változtatásának fontos része az akarás és az elköteleződés  valamint annak felismerése  hogy valamilyen probléma merül fel  amelyre megoldást keresünk.
Magyar Péter hangfelvételek; Lakatos Márk és Osváth Zsolt-ügy | Önkényes Mérvadó #961,https://www.youtube.com/watch?v=H_5L4T1wykQ,2024-11-17T17:00:06Z,"Magyar Péter hangfelvételek; Lakatos Márk és Osváth Zsolt-ügy

Műsorvezetők: Puzsér Róbert, Horváth Oszkár, Kovács 4 Zoli
Szerkesztő: Rónyai Júlia
Felvétel: 2024.11.15.

Iratkozz fel a csatornára, és ha teheted, támogasd itt az Önkényes Mérvadót:
https://www.donably.com/szelsokozep

YouTube: https://www.youtube.com/@szelsokozepprodukcio
Facebook: https://www.facebook.com/onkenyes
Web: https://onkenyes.hu/",Az ellenzék változtatás iránti igényeinek kielégítésére  a kormányváltás elérésére és a rendszerváltás megvalósítására a magyar politikai színtéren felbukkant Magyar Péter alkalmas lehetne  de személyisége miatt kétségek merülnek fel az erkölcsi alkalmasságával kapcsolatban. Az ő elnöksége alatt a Tisza-párt fellendült  de a politikus nyilatkozataiban megjelenő bántó kifejezések miatt a közvélemény egy része elutasítja. A párt támogatottsága csökkent  de ez nem jelenti azt  hogy az ellenzék esélyei is romlanak. A párt vezetőjével szembeni kritikák ellenére ő még mindig a kormányváltás és a rendszerváltás legnagyobb esélye az ellenzék számára  ha képes lesz levetkőzni a jellemhibáit.
Csúnya dolgok szépsége; A szorgalom káros forrásai | Önkényes Mérvadó #960,https://www.youtube.com/watch?v=iEk6838mL7U,2024-11-13T15:00:06Z,"Iratkozz fel a csatornára, és ha teheted, támogasd itt az Önkényes Mérvadót:
https://www.donably.com/szelsokozep

00:03 Csúnya dolgok szépsége                                                                                        
25:20 Ami felemás                                                                                                               
1:03:08 A szorgalom káros forrásai

Műsorvezetők: Horváth Oszkár, Csonka Liberta, Csízi Ági
                                                                                  
Szerkesztő: Rónyai Júlia
Felvétel: 2024.09.13

YouTube: https://www.youtube.com/@szelsokozepprodukcio
Facebook: https://www.facebook.com/onkenyes
Web: https://onkenyes.hu/",E szöveg a szépség és csúnyaság komplex természetét vizsgálja  a szerző gondolatait használva a szépség hagyományos felfogásának megkérdőjelezésére. A szerző azzal érvel  hogy a csúnyaságnak is megvannak a maga érdemei  és gyakran értékeljük alul azokat a tárgyakat és tapasztalatokat  amelyek nem felelnek meg a szépség hagyományos normáinak. A szerző számos példát használ  mint a ronda építészet  az alacsony minőségű művészet  az undorító állatok és a túl díszes tárgyak  hogy szemléltesse  hogyan lehet a csúnyaság is vonzó és jelentőségteljes. A szerző azt is feltárja  hogy gyakran felépítünk egy érzelmi kötődést a csúnya tárgyakhoz és tapasztalatokhoz  amelyek segíthetnek á értékelni őket. Összességében a szöveg arra ösztönöz minket  hogy gondoljuk át  mit is jelent valójában a szépség  és legyünk nyitottabbak a csúnyaság iránt.
"Akkor kell megsértődni, amikor lehetőség van rá?; Valós/stratégiai sértődés | Önkényes Mérvadó #959",https://www.youtube.com/watch?v=Kn6zYw9Omws,2024-11-10T15:00:06Z,"Iratkozz fel a csatornára, és ha teheted, támogasd itt az Önkényes Mérvadót:
https://www.donably.com/szelsokozep

00:00 Tényleges sértődés vs. stratégiai sértődés
15:45 Sértődések kategorizálása
31:59 Más nevében megsértődés; Szóval akkor én hazudok?!

Műsorvezetők: Puzsér Róbert, Horváth Oszkár, Murányi Pál

Szerkesztő: Czifrus Réka
Felvétel: 2024.10.21.

YouTube: https://www.youtube.com/@szelsokozepprodukcio
Facebook: https://www.facebook.com/onkenyes
Web: https://onkenyes.hu/",**Összefoglaló**  A sértődés a traumás élményekre adott természetes reakció  amely gyakran kommunikációs nehézségekből ered. A sértődöttség mint viselkedés azonban problémássá válhat  ha indokolatlanul használják hatalmi pozíció megszerzésére vagy mások viselkedésének befolyásolására.  A sértődésnek négy fő típusa létezik: jogos és indokolt  jogos de indokolatlan  indokolatlan és jogos  valamint indokolatlan és indokolatlan. A jogtalan sértődések akár a társas kapcsolatok megrontásához is vezethetnek.  Azok  akik hajlamosak a sértődésre  gyakran bűntudatot ébresztenek másokban  vagy próbálják elkerülni a felelősségvállalást saját cselekedeteikért. A sértődés egyfajta védekezési mechanizmus is lehet  amely megakadályozza  hogy az emberek szembenézzenek saját gyengeségeikkel.  A sértődéssel szembeni hatékony megközelítés az  ha megbeszéljük a problémát azzal  aki megsértett minket  ahelyett  hogy sértődötten viselkednénk. Ez lehetővé teszi  hogy megértsük az ő nézőpontját  és egy közös megoldáson dolgozzunk.  A személyes kapcsolatokban a sértődés hajlamos arra  hogy idővel negatív hatással legyen a kapcsolatra  különösen  ha nem tudjuk kezelni hatékonyan. A kulcs az  hogy dolgozzunk saját traumainkon  és megtanuljunk egészséges módon kommunikálni és megoldani a konfliktusokat.
"Amerika elesett, Donald Trump megdicsőült | Önkényes Mérvadó #958",https://www.youtube.com/watch?v=_v4DQCLIvRU,2024-11-06T16:00:06Z,"Iratkozz fel a csatornára, és ha teheted, támogasd itt az Önkényes Mérvadót:
https://www.donably.com/szelsokozep

MŰSORVEZETŐ – Puzsér Róbert, Egri Viktor, Boros Tamás, Magyar Dávid, Kovács 4 Zoli
VENDÉG - Kaló Máté
FŐSZERKESZTŐ – Zaránd Péter
SZERKESZTŐ – Rónyai Júlia, Czifrus Réka
ROVATVEZETŐ – Csányi Ádám
GYÁRTÁSVEZETŐ – Zsótér Dániel
ADÁSVEZETŐ – Börzsei Dávid
VÁGÓ - Börzsei Dávid
KOMMUNIKÁCIÓS VEZETŐ – Szalai Roland
ANIMÁCIÓ & GRAFIKA – Bartis Bálint, Miskolczi András
PROMÓCIÓ – Komporday Tamás, Timár Mátyás
PROJEKTMENEDZSMENT – Monostori Tibor, Rendek Csaba                                                                                                                                                                                           Felvétel: 2024.11.06. 

YouTube: https://www.youtube.com/@szelsokozepprodukcio
Facebook: https://www.facebook.com/onkenyes
Web: https://onkenyes.hu/",Hiba történt: 400 The input token count (33914) exceeds the maximum number of tokens allowed (30720).
Fekete pont filmelemzés | Önkényes Mérvadó #957,https://www.youtube.com/watch?v=XVJkXNrSLO4,2024-11-03T15:00:06Z,"Iratkozz fel a csatornára, és ha teheted, támogasd itt az Önkényes Mérvadót:
https://www.donably.com/szelsokozep

00:23 Fekete Pont                                                                                                                                                                                                                            22:44 Kilépni a rendszerből?                                                                                                                                                                                             45:24 A szolidaritás hiánya                                                                                                                                                                                                               1:09:18 Van megoldás?                                                                                                                                                                                            

Szerkesztő: Rónyai Júlia                                                                                                                                                                                            Felvétel: 2024.10.04. 

YouTube: https://www.youtube.com/@szelsokozepprodukcio
Facebook: https://www.facebook.com/onkenyes
Web: https://onkenyes.hu/","Hiba történt: (""Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`  but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 3. The candidate's safety_ratings are: [category: HARM_CATEGORY_SEXUALLY_EXPLICIT\nprobability: NEGLIGIBLE\n  category: HARM_CATEGORY_HATE_SPEECH\nprobability: NEGLIGIBLE\n  category: HARM_CATEGORY_HARASSMENT\nprobability: MEDIUM\n  category: HARM_CATEGORY_DANGEROUS_CONTENT\nprobability: NEGLIGIBLE\n].""  [category: HARM_CATEGORY_SEXUALLY_EXPLICIT probability: NEGLIGIBLE   category: HARM_CATEGORY_HATE_SPEECH probability: NEGLIGIBLE   category: HARM_CATEGORY_HARASSMENT probability: MEDIUM   category: HARM_CATEGORY_DANGEROUS_CONTENT probability: NEGLIGIBLE ])"
Orbán Viktor el van tévedve; Elítélték Fekete-Győrt; Libanoni konfliktus | Önkényes Mérvadó #956,https://www.youtube.com/watch?v=fcQLwakeYKw,2024-10-30T17:00:06Z,"Iratkozz fel a csatornára, és ha teheted, támogasd itt az Önkényes Mérvadót:
https://www.donably.com/szelsokozep

Orbán Viktor el van tévedve                                                                                                                                                                                                                          Elítélték Fekete-Győrt                                                                                                                                
Magyar Péter péniszgate                                                                                                                                                                                                         Libanoni konfliktus
                                                                                                                                                                
Szerkesztő: Rónyai Júlia                                                                                                                                                                                            Felvétel: 2024.10.21. 

YouTube: https://www.youtube.com/@szelsokozepprodukcio
Facebook: https://www.facebook.com/onkenyes
Web: https://onkenyes.hu/",**Összefoglaló**  A rendszer a Fidesz kormány által gerjesztett hazugságokra és diszkreditáló anyagokra reagálva ahelyett  hogy elhatárolódna tőlük  terjeszti a nyilvánosságban ezeket a tartalmakat.  Az ellenzék nem tudja felvenni a ritmust a kormányzati propagandával  a rendszer ellenük indított támadásai nem találnak felháborodásra. Orbán Viktor is egyre több tévedést ejt nyilatkozataiban  amelyek a nyilvánosság előtt is láthatóvá válnak. A kormányzat elutasítja a felelősségvállalást és hibái elismerését  ezzel felemészti szavahihetőségét és aláássa legitimítását.  A Fidesz már nem képes fenntartani a pillanat uralmát  a narratíva diktálását  pedig erre a további győzelmekhez szüksége lenne. A kormányzat a rendszert fenyegető vádak és botrányok leplezésére a közmédiát és a médiapiaci szereplőket is felhasználja.  A rendszer bomlásában a személyi politika szerepe is jelentős: Orbán Viktor a hűséget helyezi a kompetencia elé  így alkalmatlan emberekkel veszi körül magát. A rendszert ezen kívül a hatalmas elkényelmesedés  a diktatórikus berendezkedés és a harci üzemmódra való képtelenség is veszélyezteti.  Eközben egyre több korrupciós és egyéb bűncselekmény vádja merül fel a kormánytagok  köztük Orbán Viktor ellen. A fővárosi ítélőtábla elítélte Fekete-Győr András momentumos országgyűlési képviselőt az országgyűlési épület előtt 2018-ban elkövetett rendőrség elleni erőszakért.  A magyarországi politikai helyzet mély válságban van  a Fidesz elvesztette a valóságérzékét és a legitimációját. A rendszer működésében a felelősségvállalás és a korrekció hiányzik  amely hosszú távon káros lehet Magyarország számára.
Emlékvagyon; Gátvéder beszédmód; Mi olyan jól kijövünk egymással?! - Önkényes Mérvadó #955,https://www.youtube.com/watch?v=_e5rfwV1SFI,2024-10-27T15:00:06Z,"Iratkozz fel a csatornára, és ha teheted, támogasd itt az Önkényes Mérvadót:
https://www.donably.com/szelsokozep

00:48 Digitális és analóg emlékezet
26:29 Emlékvagyon
42:33 Gátvéder beszédmód
1:30:14 Mi olyan jól kijövünk egymással?!

Szerkesztő: Rónyai Júlia
Felvétel: 2024.09.27.

YouTube: https://www.youtube.com/@szelsokozepprodukcio
Facebook: https://www.facebook.com/onkenyes",Ebben a szövegben nincs szó a generációk közötti különbségekről az emlékezetben rögzítésében.
Kinek szabad hazaárulózni?; Karsai Dániel és a türelem; Beszélhetünk? | Önkényes Mérvadó #954,https://www.youtube.com/watch?v=V-bzHhgkZn4,2024-10-23T15:00:06Z,"Felvétel dátuma: 2024.10.10.

Iratkozz fel a csatornára, és ha teheted, támogasd itt az Önkényes Mérvadót:
https://www.donably.com/szelsokozep

1. Kinek szabad hazaárulózni? 
2. Karsai Dániel és a türelem
3. Beszélhetünk?

Műsorvezetők: Puzsér Róbert, Horváth Oszkár, Boros Tamás
Szerkesztő: Rónyai Júlia

YouTube: https://www.youtube.com/@szelsokozepprodukcio
Facebook: https://www.facebook.com/onkenyes","Hiba történt: (""Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`  but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 3. The candidate's safety_ratings are: [category: HARM_CATEGORY_SEXUALLY_EXPLICIT\nprobability: NEGLIGIBLE\n  category: HARM_CATEGORY_HATE_SPEECH\nprobability: NEGLIGIBLE\n  category: HARM_CATEGORY_HARASSMENT\nprobability: MEDIUM\n  category: HARM_CATEGORY_DANGEROUS_CONTENT\nprobability: NEGLIGIBLE\n].""  [category: HARM_CATEGORY_SEXUALLY_EXPLICIT probability: NEGLIGIBLE   category: HARM_CATEGORY_HATE_SPEECH probability: NEGLIGIBLE   category: HARM_CATEGORY_HARASSMENT probability: MEDIUM   category: HARM_CATEGORY_DANGEROUS_CONTENT probability: NEGLIGIBLE ])"
Képmutatás árvíz idején; Kivel vitázhat Magyar Péter? | Önkényes Mérvadó #953,https://www.youtube.com/watch?v=iUpPuCRpVA4,2024-10-20T16:00:06Z,"Felvétel dátuma: 2024.09.13

Iratkozz fel a csatornára, és ha teheted, támogasd itt az Önkényes Mérvadót:
https://www.donably.com/szelsokozep

00:31 Képmutatás árvíz idején 
24:00 Kivel vitázhat Magyar Péter? 

Műsorvezetők: Horváth Oszkár, Csízi Ágnes
Szerkesztő: Rónyai Júlia 

YouTube: https://www.youtube.com/@szelsokozepprodukcio
Facebook: https://www.facebook.com/onkenyes
Web: https://onkenyes.hu/","A kormányzati kommunikáció felgyorsult a kormányzati operatív törzs ülésén  ahol Orbán Viktor bejelentette  hogy amíg nem túlvagynak a nehezén  addig nem hagyja el az országot. A miniszterelnök több településről is beszámolt  és a ""Magyarország megcsinálja"" szlogen használatával posztolt. Magyar Péter minderről úgy fogalmazott  a teljes kormányzati propaganda kiköltözött a gátakra. A Tisza-parti Elnök naponta többször posztol erről  és 1000 önkéntessel vesz részt a védekezésben.  Magyar szerint az önkéntesek munkája nélkül sehol nem állna a védekezés  mivel a kormány öt nap alatt csak 1600 katonát tudott kivezényelni  az adófizetők által katasztrófahelyzetekre fizetett 12 000 önkéntes tartalékosról pedig már szó sincs. Így hivatkozva az árvízvédelmi munkára utasította el a közmédia meghívását a 48 perc című műsorba  ahol Orbán Balázs  a miniszterelnök politikai igazgatójával vitázhatott volna. Ehelyett homokzsákot tölteni hívta a Romai partra Orbán Balázst  aki viszont úgy reagált  hogy a Tisza-parti Elnök angolnákat megszégyenítő módon igyekszik kibújni a vita alól.  A vita kapcsán a véleménycikk szerzője Magyar Pétert az első hangadónak nevezi  aki miatt Orbán Viktornak a strasbourgi felszólalását le kellett mondania. Mindenki  akit politikai érdekek kötöttek ehhez  megjelent a gátokon. A szerző szerint önmagában ez nem taszít  hiszen tömegszerencsétlenség esetén a politikai vezetés általában reagál és helyszínel  azonban Orbán Viktornál a ""megtekint"" a megtekintés az esemény megjelenésénél vagy a gát szélénél véget ér.  A szerző kritizálja a kormányt  hogy többszázmilliárd forintnyi adóból sem tudja felkészíteni az országot a szélsőséges helyzetekre  pedig ezek négy-öt évente ismétlődnek. Ezzel szemben a hókotrók lassú elindulására és az első hó miatti meglepettségre utal  és felteszi a kérdést  hogy valóban fel van-e készülve az állam a természeti katasztrófákra.  A szerző a homokzsákok fillérrel történő pakolását a kormányzat sikertelenségének jelének tekinti  kiemelve  hogy a homokzsák-effektívhez több erőforrásra és jobb szervezésre lenne szükség. Itt megjegyzi  hogy Novák Katalin korábbi szereplése is elrontotta a megítélését  és kritizálja  hogy a kormányzati posztolók nem említik a védekezésben való részvétel utáni munkálatokat  például a homokzsákok elpakolását.  A szerző végül a ""mennyit hallod az áradot Tisza szlogánt"" a Tisza-parti Párttal hozza összefüggésbe  amely a természeti katasztrófa miatt fogalmazhatta meg ezt a szlogent  amely azonban később ironikus felhangot kapott. A szerző szerint az árvízvédelem kapcsán a kormánynak el kellett ismernie a klímaváltozás létezését."
Orbán és Magyar az EP-ben; Illúzió | Önkényes Mérvadó #952,https://www.youtube.com/watch?v=in7VorGB76k,2024-10-16T16:00:26Z,"Felvétel dátuma: 2024.10.10.

Iratkozz fel a csatornára, és ha teheted, támogasd itt az Önkényes Mérvadót:
https://www.donably.com/szelsokozep

00:28 Orbán és Magyar az EP-ben - Bevándorlás, Klímaválság, Ki az erős ember?, Mágikus gondolkodás
38:58 Illúzió

Műsorvezetők: Puzsér Róbert, Horváth Oszkár, Egri Viktor
Szerkesztő: Czifrus Réka

Facebook: https://www.facebook.com/onkenyes
Web: https://onkenyes.hu/",Az erős emberek azok  akik nem adják át a hatalmat  és mindent megtesznek azért  hogy megtartsák. De ez nem számít  mert nem a valóság érvel  hanem a mítosz. Nincs jogod elvenni valakitől az illúzióját  amíg nem tudsz adni neki helyette egy valóságot.
A Spiritről a YouTube-ra; Nem akarlak megölni; Megvették Kassai Lajost? | Önkényes Mérvadó #951,https://www.youtube.com/watch?v=4UYIJRB1Oc0,2024-10-12T16:00:28Z,"Iratkozz fel a csatornára, és ha teheted, támogasd itt az Önkényes Mérvadót: https://www.donably.com/szelsokozep 
00:05 - 24:50 A Spiritről a YouTube-ra 
32:12 - 50:14 Csak segítettünk a szomszédban  
01:00:28 - 01:20:26 Nem akarlak megölni 
01:20:26 Megvették Kassai Lajost?  
Műsorvezetők: Horváth Oszkár, Puzsér Róbert, Magyar Dávid 
Szerkesztő: Rónyai Júlia 
Felvétel: 2024.09.13

Támogasd a Szélsőközép szerkesztőségét, ha teheted:
https://www.donably.com/szelsokozep

Kövessetek minket a többi social média platformon is:
Facebook: https://www.facebook.com/szelsokozep/
Instagram: https://www.instagram.com/szelsokozep/
TikTok: https://www.tiktok.com/@szelsokozepprodukcio","A szöveg nagyon hosszú  összetett és az önkényes mérvadó adásának összefoglalását tartalmazza. Az összefoglalás a következő:  **Összegzés**  * A szöveg a következő témákkal foglalkozik:     * A szólásszabadság korlátozása a hagyományos és az újmédiában     * A kormányzati cenzúra és a céges multienzúra     * A ""jó"" és ""rossz"" fogalmának meghamisítása a 20. században     * A bátorság és a gyávaság természete * A szöveg kiemeli  hogy a kultúrák különbözőképpen reagálnak az erőszakra és az erőszak szintje gyakran tükrözi a társadalmi és politikai feszültségeket. * A szöveg megkérdőjelezi a gyávaság fogalmát  és azt állítja  hogy a gondolatban való ölés még nem jelenti azt  hogy az ember valóban meg is öli a másikat. * A szöveg hangsúlyozza a bátorság fontosságát  különösen akkor  amikor a társadalmi normák ellentétesek az egyén elveivel. * A szöveg arra a következtetésre jut  hogy mindenkiben benne van egyszerre a jó és a rossz  és a társadalmi és politikai struktúrák befolyásolják  hogy melyik irányba indulunk és melyiket teljesítjük ki."
